,frame,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h,var_x,var_y,covar,confidence
0,4,1,868.0,510.0,796,532,861.275,542.305,112,20,-79.09811656744063,869.0,496.0,852.0,606.0,836,488,44,188,4.0,4.0,0.0,0.9999479055404664
0,4,1,954.0,776.0,866,810,945.2373113854595,828.7736625514403,144,36,-73.43321050860288,955.0,764.0,907.0,900.0,884,754,88,180,4.0,4.0,0.0,0.9999995231628418
0,4,1,1336.0,366.0,1304,390,1344.3984375,396.734375,92,14,74.72924385994492,1336.0,358.0,1361.0,446.0,1324,348,90,118,4.0,4.0,0.0,0.9999994039535522
0,5,1,950.0,768.0,874,798,948.314447592068,820.4050991501416,138,38,-83.65929080607258,950.0,756.0,922.0,892.0,882,748,88,176,4.0,4.0,0.0,0.999998927116394
0,5,1,1336.0,366.0,1304,384,1342.7148936170213,392.02553191489363,90,16,75.20112667874729,1335.0,354.0,1358.0,442.0,1324,340,78,128,4.0,4.0,0.0,0.9999984502792358
0,5,1,950.0,1392.0,938,1372,992.5498981670061,1382.0733197556008,120,20,-10.250730801207505,940.0,1393.0,1056.0,1372.0,934,1356,176,54,4.0,4.0,0.0,0.999997854232788
0,5,1,868.0,504.0,796,528,861.6340852130326,537.9348370927319,114,20,-79.15622690076455,870.0,490.0,852.0,602.0,838,482,42,188,4.0,4.0,0.0,0.9999207258224488
0,5,1,812.0,696.0,752,736,813.5396341463414,749.9176829268292,140,26,88.5063894779796,813.0,688.0,818.0,828.0,798,678,40,204,4.0,4.0,0.0,0.9922329187393188
0,6,1,950.0,760.0,874,800,949.9569583931134,811.87087517934,140,26,-89.0398767860274,951.0,748.0,940.0,888.0,890,736,78,174,4.0,4.0,0.0,0.9999942779541016
0,6,1,812.0,694.0,752,728,813.4853620955316,743.4329738058551,140,28,88.64735787505406,813.0,682.0,818.0,822.0,798,672,38,202,4.0,4.0,0.0,0.9903229475021362
0,6,1,870.0,492.0,796,522,862.9533678756477,530.2383419689119,116,18,-79.41564601106747,872.0,482.0,854.0,596.0,838,476,42,186,4.0,4.0,0.0,0.999890685081482
0,6,1,1334.0,362.0,1302,380,1341.5611814345991,388.1518987341772,90,14,74.86830554443796,1332.0,350.0,1356.0,438.0,1322,338,74,132,4.0,4.0,0.0,0.9999990463256836
0,6,1,952.0,1402.0,936,1366,990.4689378757515,1381.7274549098197,120,34,-18.294252808398202,942.0,1405.0,1058.0,1379.0,936,1354,164,72,4.0,4.0,0.0,0.9999995231628418
0,7,1,948.0,1408.0,932,1364,985.9358717434869,1378.8136272545091,114,34,-28.528935641433158,942.0,1408.0,1048.0,1367.0,936,1352,152,72,4.0,4.0,0.0,0.9999992847442628
0,7,1,1332.0,358.0,1300,378,1341.0083333333334,385.3666666666667,94,14,75.01775954286387,1332.0,346.0,1355.0,436.0,1320,334,72,138,4.0,4.0,0.0,0.999998927116394
0,7,1,954.0,746.0,866,790,951.0521978021978,803.2554945054945,150,26,-88.54151879781367,955.0,738.0,949.0,888.0,914,728,56,186,4.0,4.0,0.0,0.9999779462814332
0,7,1,872.0,482.0,802,516,863.8157894736842,524.0631578947368,110,18,-79.1445171772349,872.0,476.0,855.0,586.0,840,470,42,186,4.0,4.0,0.0,0.9997987151145936
0,7,1,812.0,688.0,752,722,813.5424242424242,737.1454545454545,140,26,88.38417586689228,813.0,676.0,818.0,816.0,796,666,42,204,4.0,4.0,0.0,0.9929018616676332
0,8,1,812.0,680.0,750,718,813.5910447761194,731.7194029850747,146,26,88.11540254616325,811.0,668.0,819.0,814.0,798,662,42,202,4.0,4.0,0.0,0.9968482851982116
0,8,1,872.0,480.0,798,510,864.8717948717949,518.7333333333333,114,18,-79.47340711190432,873.0,472.0,856.0,584.0,840,466,42,184,4.0,4.0,0.0,0.9998216032981871
0,8,1,956.0,1402.0,936,1356,986.9434697855751,1373.458089668616,112,42,-26.908525798990766,948.0,1402.0,1052.0,1367.0,938,1344,140,76,4.0,4.0,0.0,0.999998927116394
0,8,1,1332.0,352.0,1300,376,1340.6506024096386,383.7028112449799,94,14,74.9037679322873,1332.0,344.0,1355.0,436.0,1320,330,64,144,4.0,4.0,0.0,0.9999986886978148
0,8,1,958.0,742.0,868,778,952.0607661822985,793.5138705416116,150,28,-86.09498366350527,958.0,728.0,952.0,878.0,928,716,44,196,4.0,4.0,0.0,0.9999735355377196
0,9,1,966.0,1398.0,944,1348,985.829268292683,1367.1951219512196,94,48,-32.25721252754644,956.0,1386.0,1046.0,1364.0,944,1334,128,82,4.0,4.0,0.0,0.9999986886978148
0,9,1,1330.0,348.0,1298,372,1339.1174089068827,378.8663967611336,92,14,75.70448148997507,1330.0,340.0,1352.0,428.0,1318,328,62,148,4.0,4.0,0.0,0.9999983310699464
0,9,1,960.0,728.0,866,768,953.1961852861035,781.574931880109,154,26,-83.14923391059463,961.0,716.0,950.0,868.0,934,704,40,202,4.0,4.0,0.0,0.9999793767929076
0,9,1,872.0,480.0,802,502,865.9522546419098,511.2572944297082,110,20,-79.48328740836286,873.0,466.0,857.0,574.0,840,460,44,186,4.0,4.0,0.0,0.9998544454574584
0,9,1,812.0,674.0,750,712,813.4407294832827,725.3130699088146,144,24,88.20032479494934,812.0,662.0,819.0,806.0,798,654,42,202,4.0,4.0,0.0,0.9977163076400756
0,10,1,984.0,1396.0,950,1340,984.6652542372881,1361.0381355932204,78,54,-50.605070418276014,960.0,1372.0,1036.0,1351.0,950,1326,106,84,4.0,4.0,0.0,0.9999990463256836
0,10,1,1330.0,344.0,1298,368,1337.8062015503876,375.13953488372096,92,14,76.56831512637682,1330.0,336.0,1351.0,426.0,1318,326,58,150,4.0,4.0,0.0,0.9999972581863404
0,10,1,962.0,712.0,866,758,954.4927152317881,770.5430463576159,156,28,-81.32397245842714,962.0,704.0,945.0,858.0,934,694,42,202,4.0,4.0,0.0,0.999984860420227
0,10,1,874.0,472.0,800,498,866.6412213740458,506.93638676844785,114,18,-79.8329402785745,874.0,460.0,858.0,572.0,840,452,46,188,4.0,4.0,0.0,0.9998531341552734
0,10,1,812.0,668.0,750,704,813.7053571428571,719.4702380952381,144,28,88.19618391037032,812.0,656.0,818.0,800.0,798,648,42,204,4.0,4.0,0.0,0.995835781097412
0,11,1,874.0,466.0,802,492,867.2418952618453,502.19451371571074,114,20,-79.4372277709762,875.0,454.0,858.0,566.0,840,448,46,184,4.0,4.0,0.0,0.999847650527954
0,11,1,962.0,712.0,870,746,956.2201342281879,759.041610738255,152,28,-81.20167367408544,963.0,694.0,942.0,844.0,932,684,46,200,4.0,4.0,0.0,0.999991536140442
0,11,1,808.0,664.0,754,696,814.1596244131456,712.7480438184664,134,28,86.0266225739388,808.0,652.0,813.0,786.0,792,640,50,200,4.0,4.0,0.0,0.9997984766960144
0,11,1,1000.0,1388.0,950,1336,987.559118236473,1357.7555110220442,74,56,-85.27048054316819,1002.0,1322.0,1002.0,1396.0,958,1314,86,90,4.0,4.0,0.0,0.9999986886978148
0,11,1,1328.0,344.0,1296,364,1336.432,371.776,94,16,76.74550633431156,1329.0,332.0,1349.0,424.0,1318,326,52,146,4.0,4.0,0.0,0.9999958276748656
0,12,1,1018.0,1386.0,952,1328,992.202380952381,1357.357142857143,84,50,65.97884465359587,1002.0,1312.0,1017.0,1394.0,960,1302,80,96,4.0,4.0,0.0,0.9999982118606568
0,12,1,1326.0,334.0,1294,360,1335.3229571984436,368.2801556420234,94,16,76.27478004961003,1328.0,328.0,1349.0,420.0,1318,322,50,148,4.0,4.0,0.0,0.999995231628418
0,12,1,962.0,696.0,872,734,958.1489361702128,748.0212765957447,152,30,-82.46038734153885,963.0,682.0,942.0,832.0,930,672,48,200,4.0,4.0,0.0,0.9999951124191284
0,12,1,800.0,654.0,752,688,813.8846737481032,705.9726858877086,138,36,79.70948090905058,801.0,646.0,811.0,784.0,786,636,52,188,4.0,4.0,0.0,0.9999573230743408
0,12,1,876.0,454.0,802,488,867.7884615384615,498.25,116,20,-79.71764917148184,876.0,448.0,858.0,564.0,842,442,44,184,4.0,4.0,0.0,0.9998551607131958
0,13,1,876.0,452.0,802,482,868.9326683291771,490.9576059850374,114,18,-79.69771303268197,877.0,444.0,860.0,556.0,842,438,46,184,4.0,4.0,0.0,0.9998379945755004
0,13,1,798.0,646.0,752,684,813.4246575342465,698.1248097412481,132,26,73.0887029010927,798.0,640.0,827.0,768.0,784,628,52,190,4.0,4.0,0.0,0.9999732971191406
0,13,1,1326.0,334.0,1294,358,1334.72,365.912,94,16,76.08432857426034,1326.0,326.0,1348.0,418.0,1318,318,48,148,4.0,4.0,0.0,0.9999891519546508
0,13,1,1024.0,1384.0,952,1330,996.624,1355.628,94,42,53.9721587318872,993.0,1306.0,1026.0,1392.0,964,1296,80,102,4.0,4.0,0.0,0.9999991655349731
0,13,1,962.0,684.0,872,724,959.7245989304813,737.6122994652407,154,28,-84.90330344803776,963.0,672.0,944.0,824.0,928,664,52,198,4.0,4.0,0.0,0.999996781349182
0,14,1,1032.0,1384.0,950,1330,1001.3087378640777,1354.6485436893204,104,40,48.187114082447785,987.0,1302.0,1034.0,1392.0,964,1286,82,112,4.0,4.0,0.0,0.9999996423721312
0,14,1,962.0,674.0,876,714,961.1767881241566,727.1605937921728,152,28,-87.25737849121296,963.0,660.0,951.0,812.0,924,654,56,196,4.0,4.0,0.0,0.9999966621398926
0,14,1,798.0,638.0,750,680,812.2229007633588,691.6702290076336,144,26,72.77196980610321,799.0,630.0,834.0,770.0,784,618,60,190,4.0,4.0,0.0,0.9999889135360718
0,14,1,1326.0,332.0,1294,356,1334.090909090909,362.6528925619835,94,14,76.44157279356371,1326.0,324.0,1347.0,414.0,1318,316,46,148,4.0,4.0,0.0,0.9999852180480956
0,14,1,876.0,450.0,802,478,869.2923832923833,487.53316953316954,118,20,-79.80622647581494,877.0,438.0,860.0,554.0,842,432,46,186,4.0,4.0,0.0,0.9998276233673096
0,15,1,876.0,448.0,802,472,870.4788029925187,480.6783042394015,116,18,-80.18966186664464,877.0,434.0,861.0,548.0,842,428,46,186,4.0,4.0,0.0,0.999767005443573
0,15,1,802.0,630.0,746,668,810.3272727272728,682.5212121212121,152,28,75.31610485656532,801.0,618.0,838.0,766.0,786,604,64,192,4.0,4.0,0.0,0.9999897480010986
0,15,1,1326.0,330.0,1292,352,1333.436507936508,360.05555555555554,98,16,76.07390803227013,1325.0,320.0,1347.0,414.0,1318,312,42,150,4.0,4.0,0.0,0.999968409538269
0,15,1,1038.0,1384.0,950,1334,1006.2912621359224,1354.7650485436893,110,34,44.262515377793136,980.0,1302.0,1040.0,1392.0,962,1272,90,126,4.0,4.0,0.0,0.9999995231628418
0,15,1,964.0,662.0,878,704,962.1345895020188,717.1036339165545,152,26,-88.7134026642933,963.0,650.0,958.0,802.0,926,642,54,198,4.0,4.0,0.0,0.999990463256836
0,16,1,1038.0,1382.0,948,1342,1011.2466019417476,1356.0543689320389,116,24,42.81479996552324,975.0,1304.0,1044.0,1394.0,960,1260,96,138,4.0,4.0,0.0,0.9999997615814208
0,16,1,802.0,624.0,744,658,807.6788990825688,671.2293577981651,150,28,78.9915529549777,802.0,608.0,835.0,754.0,786,592,68,198,4.0,4.0,0.0,0.9999932050704956
0,16,1,964.0,656.0,878,694,963.0198675496689,706.7814569536424,152,28,-89.13900708377686,964.0,640.0,963.0,792.0,932,632,50,202,4.0,4.0,0.0,0.9999754428863524
0,16,1,1324.0,328.0,1292,348,1332.3577235772357,355.8861788617886,92,16,76.58847091747637,1324.0,316.0,1345.0,406.0,1318,310,42,148,4.0,4.0,0.0,0.9999587535858154
0,16,1,878.0,440.0,804,468,870.935960591133,476.679802955665,116,18,-79.94022180044779,879.0,428.0,862.0,542.0,842,422,48,184,4.0,4.0,0.0,0.99983549118042
0,17,1,1048.0,1388.0,948,1344,1015.1552062868369,1355.9882121807466,120,22,43.47734936256683,974.0,1304.0,1047.0,1396.0,960,1252,102,150,4.0,4.0,0.0,0.9999998807907104
0,17,1,802.0,602.0,744,646,805.0290322580645,657.9903225806452,142,26,83.13118366515887,801.0,596.0,824.0,738.0,784,584,70,194,4.0,4.0,0.0,0.9999953508377076
0,17,1,1324.0,322.0,1292,344,1331.330612244898,352.0244897959184,90,16,77.0268543550071,1324.0,314.0,1343.0,402.0,1316,306,42,152,4.0,4.0,0.0,0.999957799911499
0,17,1,964.0,644.0,878,684,963.6738544474393,696.4609164420485,152,26,-88.78270576794135,966.0,630.0,965.0,782.0,942,622,40,202,4.0,4.0,0.0,0.9998956918716432
0,17,1,878.0,432.0,804,464,871.7079207920792,472.5693069306931,116,18,-80.09433004397252,878.0,424.0,862.0,540.0,844,414,44,188,4.0,4.0,0.0,0.999710738658905
0,18,1,966.0,628.0,878,674,964.2102496714849,687.5821287779238,154,28,-88.00694166639809,967.0,620.0,966.0,774.0,944,612,38,204,4.0,4.0,0.0,0.9997749924659728
0,18,1,1324.0,322.0,1292,342,1330.4471544715448,349.6829268292683,88,14,76.91302349842937,1323.0,312.0,1342.0,398.0,1316,302,42,154,4.0,4.0,0.0,0.99996817111969
0,18,1,880.0,424.0,806,456,872.6172839506173,466.24691358024694,114,20,-80.19775679067197,880.0,418.0,863.0,532.0,844,412,44,186,4.0,4.0,0.0,0.999835968017578
0,18,1,1048.0,1390.0,950,1344,1018.5849056603773,1356.7698113207548,124,24,44.380145302874816,974.0,1306.0,1051.0,1400.0,960,1250,104,156,4.0,4.0,0.0,0.9999998807907104
0,18,1,800.0,598.0,742,636,803.3933649289099,647.5576619273302,140,24,84.7162561001438,801.0,586.0,816.0,726.0,782,574,70,196,4.0,4.0,0.0,0.9999921321868896
0,19,1,1054.0,1394.0,956,1346,1022.4015444015444,1358.4633204633205,120,22,46.10490230182107,978.0,1310.0,1054.0,1402.0,958,1252,108,156,4.0,4.0,0.0,0.9999998807907104
0,19,1,800.0,588.0,740,626,802.3449367088608,638.3354430379746,142,24,85.77735845726501,800.0,576.0,812.0,718.0,782,566,66,198,4.0,4.0,0.0,0.9999891519546508
0,19,1,1322.0,320.0,1290,340,1329.9105691056911,347.609756097561,90,16,77.07234959572453,1322.0,308.0,1342.0,396.0,1316,298,42,156,4.0,4.0,0.0,0.999974489212036
0,19,1,880.0,426.0,808,452,873.2554744525547,462.26277372262774,114,20,-79.68996460513279,881.0,414.0,864.0,526.0,844,408,44,186,4.0,4.0,0.0,0.999914526939392
0,19,1,966.0,622.0,878,664,964.5744125326371,676.8563968668408,154,28,-86.82295913704698,967.0,610.0,964.0,764.0,946,602,38,204,4.0,4.0,0.0,0.9997898936271667
0,20,1,1320.0,312.0,1290,338,1329.2530120481927,345.55823293172693,92,14,76.61972038862092,1322.0,306.0,1342.0,396.0,1314,296,44,154,4.0,4.0,0.0,0.999981164932251
0,20,1,1056.0,1396.0,958,1348,1025.4160305343512,1359.3702290076335,122,22,48.29584331561048,982.0,1308.0,1055.0,1404.0,952,1258,116,152,4.0,4.0,0.0,0.9999998807907104
0,20,1,798.0,580.0,742,616,801.4389857369255,628.095087163233,138,24,86.48697449267263,799.0,568.0,808.0,706.0,782,556,56,200,4.0,4.0,0.0,0.999979853630066
0,20,1,880.0,418.0,806,450,873.7912621359224,458.95631067961165,118,18,-80.10834671098729,880.0,410.0,864.0,526.0,844,404,44,186,4.0,4.0,0.0,0.9998766183853148
0,20,1,968.0,616.0,878,654,965.2809587217045,667.4061251664448,154,28,-86.0870379714387,968.0,600.0,962.0,754.0,948,594,38,202,4.0,4.0,0.0,0.9998185038566588
0,21,1,798.0,574.0,740,606,800.3203883495146,617.5987055016182,138,24,86.80636975218233,797.0,558.0,806.0,696.0,780,546,48,204,4.0,4.0,0.0,0.9998890161514282
0,21,1,882.0,410.0,806,446,874.4184914841849,454.3698296836983,118,18,-80.03906496957917,882.0,404.0,864.0,522.0,844,398,46,190,4.0,4.0,0.0,0.9998047947883606
0,21,1,1058.0,1400.0,960,1350,1028.6742424242425,1361.4545454545455,124,22,50.09724671155449,986.0,1310.0,1058.0,1406.0,948,1258,122,156,4.0,4.0,0.0,0.9999998807907104
0,21,1,1322.0,316.0,1288,336,1328.72131147541,343.5245901639344,92,14,76.46259245458597,1320.0,304.0,1341.0,394.0,1314,292,44,158,4.0,4.0,0.0,0.9999855756759644
0,21,1,970.0,602.0,880,644,965.8253968253969,657.2724867724868,154,28,-85.37690095889545,969.0,590.0,960.0,742.0,950,582,38,208,4.0,4.0,0.0,0.9997001886367798
0,22,1,970.0,594.0,880,636,966.505291005291,648.547619047619,154,28,-85.14793057918659,970.0,582.0,960.0,734.0,950,574,38,208,4.0,4.0,0.0,0.9997915625572203
0,22,1,796.0,562.0,740,598,799.6170212765958,609.430441898527,134,24,86.82359585499755,797.0,550.0,805.0,684.0,780,538,44,202,4.0,4.0,0.0,0.9998905658721924
0,22,1,882.0,410.0,810,440,875.0913580246913,449.6395061728395,114,20,-79.77256524773624,882.0,400.0,866.0,514.0,844,394,46,188,4.0,4.0,0.0,0.9998099207878112
0,22,1,1320.0,318.0,1288,338,1329.6904761904761,345.4920634920635,96,16,73.07799506369565,1316.0,306.0,1342.0,398.0,1304,292,56,154,4.0,4.0,0.0,0.9999955892562866
0,22,1,1060.0,1400.0,964,1352,1031.0331384015594,1362.8615984405458,122,20,52.04980782355827,991.0,1310.0,1059.0,1408.0,954,1264,116,152,4.0,4.0,0.0,0.9999998807907104
0,23,1,1062.0,1402.0,964,1352,1032.677966101695,1363.3032015065914,124,22,53.63879325328389,994.0,1308.0,1062.0,1410.0,958,1264,114,154,4.0,4.0,0.0,0.9999998807907104
0,23,1,1312.0,318.0,1288,336,1330.9084507042253,347.32394366197184,98,24,66.37415710011364,1308.0,310.0,1344.0,402.0,1290,298,74,144,4.0,4.0,0.0,0.9999983310699464
0,23,1,970.0,586.0,878,628,967.1761658031088,639.979274611399,158,26,-85.24903630004533,971.0,572.0,960.0,728.0,950,564,36,208,4.0,4.0,0.0,0.9998192191123962
0,23,1,796.0,554.0,738,588,799.1288743882545,600.2512234910278,142,24,87.52939935643269,797.0,540.0,804.0,680.0,780,530,40,206,4.0,4.0,0.0,0.9997369647026062
0,23,1,882.0,410.0,810,436,875.786600496278,445.32506203473946,116,20,-79.6612719774433,884.0,396.0,866.0,510.0,844,390,48,186,4.0,4.0,0.0,0.9995176792144777
0,24,1,884.0,398.0,808,434,876.1411192214111,442.5206812652068,118,18,-80.12169846877482,884.0,392.0,866.0,510.0,846,386,44,186,4.0,4.0,0.0,0.9993402361869812
0,24,1,796.0,538.0,736,580,798.7648,591.8144,144,24,87.66862941742468,796.0,530.0,804.0,672.0,780,520,36,206,4.0,4.0,0.0,0.999502420425415
0,24,1,970.0,576.0,880,618,967.8694516971279,630.5169712793734,154,28,-85.64406777500105,971.0,564.0,960.0,718.0,950,556,38,204,4.0,4.0,0.0,0.9997813105583192
0,24,1,1304.0,322.0,1290,332,1331.2912280701755,345.81052631578945,90,32,56.02394615526956,1305.0,316.0,1345.0,396.0,1288,306,74,130,4.0,4.0,0.0,0.9999980926513672
0,24,1,1056.0,1396.0,968,1350,1033.80078125,1362.171875,120,24,52.99780293879604,996.0,1308.0,1058.0,1408.0,964,1262,106,156,4.0,4.0,0.0,0.9999998807907104
0,25,1,1044.0,1400.0,974,1340,1036.0380549682875,1357.6279069767443,110,38,57.360021433555495,995.0,1310.0,1047.0,1406.0,962,1264,100,152,4.0,4.0,0.0,0.9999998807907104
0,25,1,1302.0,326.0,1292,328,1329.2977099236641,341.41984732824426,80,34,40.998507368490635,1305.0,320.0,1347.0,384.0,1288,312,74,112,4.0,4.0,0.0,0.9999982118606568
0,25,1,970.0,574.0,882,610,968.5960784313726,622.4601307189542,154,28,-86.07148680744272,971.0,556.0,962.0,708.0,948,548,38,204,4.0,4.0,0.0,0.9998661279678344
0,25,1,884.0,400.0,812,428,877.0841584158416,436.3960396039604,114,18,-79.78805055144993,885.0,388.0,868.0,500.0,846,382,46,184,4.0,4.0,0.0,0.9997995495796204
0,25,1,796.0,534.0,736,570,798.2638036809816,583.3282208588957,144,26,87.48445284967454,797.0,522.0,802.0,664.0,780,510,36,208,4.0,4.0,0.0,0.9994670748710632
0,26,1,796.0,526.0,736,562,797.7254290171606,574.9360374414977,144,24,87.67289499754237,797.0,514.0,802.0,656.0,780,502,36,206,4.0,4.0,0.0,0.9994961023330688
0,26,1,884.0,398.0,812,424,877.5893719806763,433.34299516908214,116,20,-79.48501510852091,885.0,384.0,868.0,498.0,848,378,44,184,4.0,4.0,0.0,0.9996767044067384
0,26,1,1298.0,330.0,1290,328,1327.122950819672,339.3196721311475,78,30,29.05767407343033,1290.0,329.0,1356.0,359.0,1284,314,80,100,4.0,4.0,0.0,0.9999986886978148
0,26,1,1030.0,1328.0,1002,1344,1043.2668213457077,1361.2204176334108,84,38,88.49741986568458,1028.0,1320.0,1033.0,1404.0,958,1270,108,146,4.0,4.0,0.0,0.9999996423721312
0,26,1,972.0,558.0,882,602,969.2251308900524,614.1020942408377,156,26,-86.446816205147,971.0,546.0,963.0,702.0,948,540,40,204,4.0,4.0,0.0,0.999886155128479
0,27,1,1046.0,1324.0,994,1346,1042.8216704288939,1363.097065462754,94,32,-68.11571610456214,1046.0,1316.0,1020.0,1406.0,968,1288,100,126,4.0,4.0,0.0,0.9999988079071044
0,27,1,1294.0,332.0,1288,328,1321.2222222222222,335.54545454545456,72,20,13.729523921882993,1288.0,332.0,1356.0,352.0,1280,320,84,82,4.0,4.0,0.0,0.999996781349182
0,27,1,972.0,554.0,884,592,969.6782841823057,605.5844504021447,154,28,-86.98417619417039,972.0,538.0,964.0,692.0,948,532,40,204,4.0,4.0,0.0,0.9999012947082521
0,27,1,886.0,386.0,812,420,878.1503759398496,429.21303258145366,116,20,-79.85642445269089,886.0,380.0,868.0,494.0,848,376,46,182,4.0,4.0,0.0,0.9994071722030641
0,27,1,796.0,514.0,736,554,797.2117263843649,566.185667752443,140,24,87.923382621897,797.0,506.0,802.0,644.0,778,490,36,212,4.0,4.0,0.0,0.9992846846580504
0,28,1,886.0,386.0,812,416,878.843989769821,424.3324808184143,114,18,-79.75106665417309,885.0,378.0,869.0,490.0,850,372,44,182,4.0,4.0,0.0,0.998932421207428
0,28,1,1014.0,1396.0,988,1348,1040.1263616557735,1362.6492374727668,106,28,-57.38676838689283,1057.0,1310.0,1011.0,1406.0,988,1278,78,134,4.0,4.0,0.0,0.9999990463256836
0,28,1,1290.0,332.0,1284,328,1316.2245989304813,334.4919786096257,74,16,8.602720453009276,1284.0,332.0,1356.0,348.0,1278,322,88,74,4.0,4.0,0.0,0.9999940395355223
0,28,1,972.0,546.0,886,584,970.1801075268817,597.241935483871,152,26,-87.35455763759323,973.0,530.0,966.0,682.0,950,522,38,208,4.0,4.0,0.0,0.9998325109481812
0,28,1,796.0,508.0,734,546,797.027027027027,558.0985691573927,142,24,88.14890046566025,795.0,496.0,800.0,636.0,780,486,32,204,4.0,4.0,0.0,0.9994062185287476
0,29,1,972.0,538.0,884,576,970.9184210526316,589.478947368421,154,28,-87.66243162633225,973.0,522.0,968.0,676.0,952,516,36,204,4.0,4.0,0.0,0.9998154044151306
0,29,1,796.0,498.0,736,540,796.8472440944881,551.3385826771654,142,22,88.4070569518448,795.0,490.0,800.0,632.0,780,478,32,206,4.0,4.0,0.0,0.9989823698997498
0,29,1,1006.0,1396.0,980,1340,1037.214145383104,1361.1944990176817,120,34,-52.737529799476036,1059.0,1300.0,1003.0,1406.0,990,1268,82,142,4.0,4.0,0.0,0.9999997615814208
0,29,1,1290.0,332.0,1278,328,1308.9255319148936,333.90425531914894,74,14,4.24005271807688,1278.0,331.0,1352.0,341.0,1272,322,98,64,4.0,4.0,0.0,0.9999301433563232
0,29,1,886.0,382.0,816,412,879.5320197044335,420.7783251231527,114,20,-79.37288972082705,887.0,372.0,870.0,484.0,852,366,42,184,4.0,4.0,0.0,0.99833482503891
0,30,1,890.0,372.0,818,408,879.9848101265823,416.8506329113924,110,18,-78.3092343567066,889.0,370.0,872.0,478.0,850,360,46,186,4.0,4.0,0.0,0.9992091059684752
0,30,1,796.0,496.0,736,532,796.3881578947369,541.9144736842105,134,22,88.94595008615302,797.0,482.0,802.0,616.0,780,472,32,198,4.0,4.0,0.0,0.9998024106025696
