frame,id,err,3d_x,3d_y,3d_z,cam1_x,cam1_y,cam2_x,cam2_y,cam1_proj_x,cam1_proj_y,cam2_proj_x,cam2_proj_y,cam1_tl_x,cam1_tl_y,cam1_c_x,cam1_c_y,cam1_w,cam1_h,cam1_theta,cam1_aa_tl_x,cam1_aa_tl_y,cam1_aa_w,cam1_aa_h,cam1_frame,cam2_tl_x,cam2_tl_y,cam2_c_x,cam2_c_y,cam2_w,cam2_h,cam2_theta,cam2_aa_tl_x,cam2_aa_tl_y,cam2_aa_w,cam2_aa_h,cam2_frame
128,0,0.4194632441658168,5.246641934484908,3.170910994185567,2.1596657956172374,926.0,300.0,993.8966674804688,500.0202026367188,922.3578461629944,300.4026889758961,997.161879779229,500.5746455496049,916.0,274.0,984.2322097378276,286.65917602996257,126.0,32.0,-10.96566447877482,914.0,266.0,162.0,54.0,128,918.0,464.0,993.896674584323,500.020190023753,142.0,76.0,0.4486181703726473,910.0,462.0,150.0,78.0,124
129,0,0.3001087267449876,5.355746868620237,3.146641725775215,2.1619849103514985,922.0,300.0,1006.01806640625,501.46044921875,927.0563969479257,299.4746215578049,1001.5043604264844,500.6759465038908,912.0,270.0,985.7479806138933,287.7124394184168,134.0,44.0,-9.943731484516917,910.0,264.0,162.0,50.0,129,920.0,464.0,1006.0180562931492,501.4604354753054,160.0,78.0,4.0293873501840975,916.0,462.0,162.0,82.0,125
130,0,-1.0,-1.0,-1.0,-1.0,914.0,302.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,908.0,270.0,985.4955223880597,289.5820895522388,136.0,50.0,-8.10612686199222,906.0,264.0,164.0,52.0,130,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
131,0,-1.0,-1.0,-1.0,-1.0,914.0,302.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,904.0,266.0,986.1697312588402,290.45544554455444,142.0,56.0,-7.698763648981112,902.0,262.0,164.0,56.0,131,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
132,0,-1.0,-1.0,-1.0,-1.0,908.0,304.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,900.0,268.0,984.0887656033287,292.17753120665736,142.0,56.0,-6.1616288826525984,898.0,264.0,172.0,56.0,132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
133,0,-1.0,-1.0,-1.0,-1.0,904.0,306.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,896.0,270.0,981.5135135135137,292.6827880512091,146.0,52.0,-6.0296699011158665,894.0,266.0,174.0,52.0,133,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
134,0,-1.0,-1.0,-1.0,-1.0,898.0,306.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,892.0,270.0,979.1635311143268,293.09985528219966,148.0,52.0,-6.045005830660466,890.0,266.0,170.0,52.0,134,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
135,0,-1.0,-1.0,-1.0,-1.0,894.0,306.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,888.0,268.0,977.3988764044943,293.5056179775281,150.0,58.0,-6.022079842453692,886.0,264.0,162.0,56.0,135,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
136,0,-1.0,-1.0,-1.0,-1.0,894.0,308.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,884.0,288.0,934.0531914893616,296.22340425531917,118.0,18.0,-16.308463700819473,882.0,264.0,146.0,56.0,136,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
137,0,-1.0,-1.0,-1.0,-1.0,890.0,308.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,880.0,288.0,930.1666666666664,297.02150537634407,118.0,18.0,-15.913505724820686,876.0,262.0,142.0,58.0,137,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
138,0,-1.0,-1.0,-1.0,-1.0,886.0,310.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,878.0,288.0,928.0264550264548,297.35978835978835,120.0,20.0,-16.184653824534394,870.0,260.0,146.0,62.0,138,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
139,0,-1.0,-1.0,-1.0,-1.0,882.0,310.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,874.0,290.0,924.1974683544304,298.2278481012658,120.0,18.0,-16.0500080005564,868.0,254.0,152.0,70.0,139,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
140,0,-1.0,-1.0,-1.0,-1.0,884.0,310.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,870.0,290.0,920.2688172043013,299.1559139784946,114.0,18.0,-16.11826251765087,864.0,248.0,158.0,78.0,140,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
141,0,-1.0,-1.0,-1.0,-1.0,872.0,312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,868.0,290.0,918.4041994750656,299.50656167979,116.0,20.0,-16.044719029562682,862.0,246.0,164.0,80.0,141,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
142,0,-1.0,-1.0,-1.0,-1.0,874.0,312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,864.0,290.0,916.1323155216285,300.0712468193384,120.0,20.0,-16.18961389885094,860.0,246.0,168.0,82.0,142,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
143,0,-1.0,-1.0,-1.0,-1.0,874.0,312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,862.0,292.0,913.55091383812,300.5430809399478,118.0,18.0,-16.28762568945307,858.0,250.0,170.0,78.0,143,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
144,0,-1.0,-1.0,-1.0,-1.0,872.0,312.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,860.0,292.0,911.5561224489796,300.9132653061225,118.0,18.0,-15.992575958090207,856.0,250.0,166.0,78.0,144,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
145,0,-1.0,-1.0,-1.0,-1.0,864.0,314.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,856.0,294.0,908.0050505050503,301.90404040404036,120.0,16.0,-16.073436174790885,854.0,250.0,166.0,80.0,145,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
146,0,-1.0,-1.0,-1.0,-1.0,858.0,316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,854.0,294.0,906.0051679586563,302.31007751937983,120.0,16.0,-16.04642130107162,852.0,250.0,164.0,80.0,146,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
147,0,-1.0,-1.0,-1.0,-1.0,858.0,316.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,850.0,294.0,903.0452261306532,303.11557788944725,124.0,18.0,-16.10179998860462,848.0,250.0,164.0,80.0,147,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
148,0,-1.0,-1.0,-1.0,-1.0,856.0,318.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,848.0,296.0,900.343137254902,303.9313725490196,120.0,18.0,-16.01172193104527,846.0,248.0,164.0,84.0,148,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
149,0,-1.0,-1.0,-1.0,-1.0,854.0,318.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,844.0,296.0,896.9230769230769,304.8051282051282,120.0,18.0,-15.840280661076472,842.0,250.0,166.0,82.0,149,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
150,0,-1.0,-1.0,-1.0,-1.0,854.0,318.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,842.0,296.0,894.8255528255528,305.3808353808354,122.0,18.0,-15.823347911759262,840.0,250.0,168.0,86.0,150,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
151,0,-1.0,-1.0,-1.0,-1.0,850.0,322.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,842.0,298.0,892.1063829787234,306.2659574468085,114.0,18.0,-17.05779364996895,840.0,250.0,166.0,92.0,151,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
152,0,-1.0,-1.0,-1.0,-1.0,852.0,330.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,842.0,296.0,889.4038997214485,307.5654596100278,112.0,24.0,-23.1064517335782,844.0,260.0,156.0,94.0,152,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
153,0,0.296562590343094,3.9049136625912326,4.4153216703847695,0.9684884432777324,856.0,338.0,928.79150390625,453.5476989746094,850.9618938094322,338.69675239629856,933.3755209856388,454.4623843605612,838.0,300.0,883.2121212121212,311.0848484848485,102.0,26.0,-38.22009313845453,846.0,272.0,150.0,90.0,153,900.0,420.0,928.7915194346292,453.547703180212,70.0,62.0,71.60734465737863,880.0,428.0,76.0,66.0,149
154,0,0.2317945495570401,3.983438435394063,4.656220250597932,0.9641021819642452,860.0,348.0,928.9638671875,453.3149719238281,853.9533050705777,348.8423112631528,934.4896872190021,454.4137683959304,834.0,300.0,881.8975741239892,313.97843665768187,108.0,36.0,-48.41048360955668,850.0,270.0,146.0,96.0,154,900.0,420.0,928.9638554216867,453.31497418244413,70.0,62.0,71.18218487972467,878.0,428.0,78.0,66.0,150
155,0,0.19987246470394648,4.017191484085556,4.842369351134877,0.9851803924576042,862.0,356.0,928.2307739257812,454.1363525390625,855.35301485026,356.9322855879627,934.3286185566194,455.34699930219716,830.0,308.0,878.0752688172042,319.85483870967744,108.0,32.0,-61.25598642018608,850.0,268.0,132.0,104.0,155,898.0,420.0,928.2307692307692,454.1363636363636,70.0,62.0,67.41903725594918,880.0,430.0,76.0,64.0,151
156,0,0.15226146294173126,4.047062915180692,4.946431327942986,0.9613737833818452,864.0,360.0,927.4727783203124,453.0298767089844,856.2370875223578,361.09599638103964,934.6079599772007,454.4432260511511,828.0,320.0,873.8360655737705,329.19672131147536,104.0,22.0,-72.67471522360115,852.0,264.0,120.0,112.0,156,900.0,422.0,927.4727592267136,453.02987697715287,68.0,58.0,75.20538602704397,878.0,428.0,76.0,66.0,152
157,0,0.16019138405379552,4.066233852641502,5.187249715186965,0.9399507871815432,864.0,370.0,926.3567504882812,452.2922058105469,856.4625183513194,371.0727317590294,933.3129012593145,453.67671885236433,824.0,326.0,872.0732984293193,335.82722513089004,112.0,20.0,-75.75919633945422,850.0,260.0,108.0,122.0,157,900.0,422.0,926.3567362428844,452.292220113852,66.0,56.0,77.13736520543054,878.0,426.0,74.0,66.0,153
158,0,0.3008330249261253,4.001782274224145,5.4654278728937555,0.9274144898655124,858.0,382.0,923.7434692382812,452.3126220703125,853.0689352446118,382.7074675380902,928.3147381471757,453.23843327053856,820.0,334.0,869.7544757033247,343.4373401534527,116.0,18.0,-75.87463852221437,850.0,254.0,94.0,140.0,158,894.0,422.0,923.743486973948,452.312625250501,70.0,54.0,71.52617030528249,878.0,426.0,70.0,66.0,154
159,0,0.25626784201931097,3.973997649621744,5.634245457992737,0.8194444178334104,856.0,388.0,920.3181762695312,447.8131408691406,850.4184349030292,388.81258127336787,925.5039334293438,448.87171769776376,818.0,342.0,867.3596059113298,351.33004926108373,120.0,18.0,-74.88919654751734,846.0,250.0,88.0,158.0,159,900.0,426.0,920.3181818181821,447.8131313131314,48.0,42.0,-3.96831148265806,874.0,426.0,72.0,66.0,155
160,0,0.702693016867969,3.958733919361288,6.008349617505152,0.7652090700836068,850.0,404.0,920.1463623046876,446.4498596191406,848.5575895424704,404.21063721875777,921.4929198571556,446.7308227686762,814.0,350.0,864.8585365853659,360.10243902439026,120.0,20.0,-73.88673596299859,842.0,248.0,76.0,172.0,160,900.0,426.0,920.1463414634146,446.449864498645,46.0,40.0,1.165408940143699,880.0,426.0,66.0,64.0,156
161,0,0.9703416431299854,3.986358364177926,6.0470986508109466,0.7808000455358788,850.0,406.0,922.2045288085938,447.3727416992188,849.8769287126103,406.0178598844442,922.3194436909039,447.39676577025733,810.0,358.0,862.6029411764706,367.828431372549,122.0,20.0,-73.58333738859963,840.0,244.0,68.0,180.0,161,898.0,426.0,922.2045454545456,447.3727272727273,52.0,44.0,-0.6768430029832013,870.0,426.0,80.0,64.0,157
162,0,0.5686078779332561,4.100193162012617,6.185570980013534,0.7490515537434186,852.0,412.0,927.8729248046876,446.6242980957031,854.3075792923922,411.66961259006524,925.717512635784,446.1720823419892,810.0,366.0,861.0676691729325,374.766917293233,122.0,20.0,-76.02002886750739,842.0,248.0,60.0,186.0,162,898.0,426.0,927.8728971962616,446.6242990654206,64.0,42.0,-2.0162889623361244,872.0,424.0,90.0,64.0,158
163,0,-1.0,-1.0,-1.0,-1.0,862.0,428.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,808.0,372.0,859.4085213032581,383.79949874686724,120.0,26.0,-84.12759097108909,842.0,260.0,60.0,184.0,163,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
164,0,-1.0,-1.0,-1.0,-1.0,870.0,436.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,794.0,374.0,858.7806122448981,393.6377551020408,114.0,32.0,83.08568969401973,840.0,274.0,66.0,176.0,164,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
165,0,-1.0,-1.0,-1.0,-1.0,876.0,444.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,796.0,392.0,859.9948186528497,404.9170984455959,114.0,24.0,72.28315138840445,836.0,290.0,68.0,170.0,165,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
166,0,-1.0,-1.0,-1.0,-1.0,878.0,452.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,794.0,404.0,862.0,412.80200501253125,120.0,18.0,69.60635174331975,836.0,304.0,64.0,168.0,166,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
167,0,-1.0,-1.0,-1.0,-1.0,880.0,462.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,796.0,414.0,865.1929824561405,422.6115288220552,120.0,18.0,69.49336369608507,836.0,310.0,54.0,172.0,167,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
168,0,-1.0,-1.0,-1.0,-1.0,882.0,474.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,794.0,422.0,867.8973105134476,431.06112469437653,126.0,20.0,70.82805993608147,836.0,312.0,56.0,180.0,168,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
169,0,0.3235250974873847,4.674264074415153,7.875836395644356,0.8013668175186527,882.0,484.0,930.5762329101562,448.19580078125,877.4606540141078,484.6775936740376,934.9582204626377,449.08874776625817,800.0,434.0,871.5792079207921,442.40594059405936,122.0,18.0,72.90873613490405,834.0,312.0,58.0,192.0,169,894.0,426.0,930.5762237762236,448.1958041958042,80.0,50.0,6.971177397456634,862.0,424.0,110.0,66.0,165
170,0,-1.0,-1.0,-1.0,-1.0,884.0,494.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,804.0,442.0,874.3774509803923,451.656862745098,122.0,20.0,74.76099606905356,832.0,312.0,60.0,200.0,170,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1
171,0,0.3002916732845191,4.727613000153934,8.262765908304669,0.9910021043176072,886.0,502.0,929.5018310546876,456.4495849609375,881.1851909450412,502.724794623434,934.1976310519657,457.4001329992409,804.0,450.0,876.6262135922333,459.6407766990292,124.0,20.0,76.28866279919585,832.0,316.0,62.0,208.0,171,886.0,416.0,929.501822600243,456.44957472661,98.0,72.0,39.656621478330266,862.0,426.0,108.0,68.0,167
172,0,0.24759905529742965,4.707640758271482,8.446236009045695,1.0292937225089536,886.0,510.0,926.314208984375,458.024169921875,880.4270128521471,510.8490714693086,931.7754442249901,459.1303517210623,802.0,456.0,877.5619047619048,465.6428571428572,128.0,20.0,78.05947148173327,832.0,328.0,62.0,202.0,172,886.0,430.0,926.3141993957704,458.02416918429003,92.0,54.0,46.48070241861764,862.0,426.0,100.0,70.0,168
173,0,0.07582650044398488,4.77665575618901,8.549333515093544,1.0701600671761435,894.0,514.0,923.7902221679688,458.9734191894531,883.7222603619167,515.5873350356826,933.9044445595224,460.98460975183286,808.0,468.0,879.3009708737864,476.3834951456311,122.0,18.0,80.46201458091204,836.0,338.0,58.0,204.0,173,882.0,434.0,923.7902097902098,458.9734265734266,94.0,56.0,46.4288166164457,866.0,426.0,92.0,72.0,169
174,0,0.106179837781886,4.715374157822343,8.544829553127066,1.0725028058737769,890.0,514.0,922.5193481445312,459.291259765625,881.0645606569293,515.3815200368824,931.3111233420061,461.0534471132211,810.0,472.0,879.1608040201005,480.68341708542715,124.0,18.0,82.40979356131534,836.0,350.0,54.0,194.0,174,882.0,438.0,922.5193687230992,459.2912482065997,92.0,52.0,47.76421460133727,860.0,426.0,94.0,74.0,170
175,0,0.13914482495236058,4.697636389513637,8.63467630142635,1.072266261178516,888.0,518.0,921.9940185546876,459.5238037109375,880.1488324725339,519.2160854207725,929.7306088290233,461.08377699633246,814.0,474.0,879.1635388739946,483.20107238605897,122.0,16.0,83.33991446679572,838.0,352.0,50.0,198.0,175,880.0,440.0,921.9940476190477,459.5238095238095,92.0,50.0,49.54639638799603,862.0,426.0,90.0,74.0,171
176,0,0.11653089773218316,4.730153804269334,8.821295895128467,1.0882620692223206,890.0,526.0,921.0203247070312,460.19757080078125,881.46084744879,527.3319366234095,929.4696957979796,461.89848008714165,812.0,480.0,880.4635416666665,490.04166666666674,126.0,18.0,82.75393649583123,844.0,362.0,46.0,194.0,176,878.0,438.0,921.0202976995939,460.19756427604864,92.0,56.0,48.501827681238744,866.0,424.0,88.0,74.0,172
177,0,0.03041486397093496,4.886041062287141,9.069329131046695,1.111130111359825,902.0,536.0,920.2489624023438,460.4059448242188,888.1667742816685,538.1867787652168,934.0271878767352,463.1167935893729,838.0,532.0,912.5832012678287,547.0618066561016,134.0,28.0,85.9941301210122,900.0,430.0,38.0,192.0,177,878.0,438.0,920.2489851150204,460.4059539918809,90.0,56.0,48.42308496241036,866.0,424.0,88.0,72.0,173
178,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,921.6256713867188,462.4836120605469,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,878.0,440.0,921.6256830601093,462.4836065573771,94.0,54.0,49.46201273040145,862.0,426.0,94.0,74.0,174
179,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,920.6978759765624,461.5187072753906,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,876.0,440.0,920.6978609625667,461.5187165775402,96.0,54.0,50.37725031749528,864.0,424.0,92.0,76.0,175
180,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,920.2474365234376,460.7706298828125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,876.0,438.0,920.2474226804125,460.770618556701,96.0,56.0,50.580990696715524,860.0,420.0,96.0,82.0,176
181,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,919.2493286132812,460.1176452636719,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,876.0,440.0,919.249299719888,460.1176470588235,94.0,50.0,52.00380948080446,858.0,420.0,96.0,80.0,177
182,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,918.3582763671876,459.9839477539063,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,874.0,438.0,918.3582887700536,459.9839572192514,96.0,56.0,51.25010588769247,858.0,418.0,96.0,82.0,178
183,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,919.3305053710938,460.8248596191406,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,876.0,440.0,919.3305084745764,460.8248587570622,96.0,54.0,50.5853440706812,858.0,416.0,98.0,88.0,179
184,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,922.3416748046876,462.8778076171875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,876.0,440.0,922.3416557161627,462.8777923784494,104.0,56.0,46.83187810462163,854.0,416.0,112.0,98.0,180
