,frame,cam,x,y,tl_x,tl_y,c_x,c_y,w,h,theta,l_x,l_y,r_x,r_y,aa_tl_x,aa_tl_y,aa_w,aa_h,var_x,var_y,covar,confidence
0,7,2,787.9928588867188,548.6917724609375,758,528,787.9928315412186,548.6917562724014,62,52,-33.89603084331054,756.0,554.0,810.0,547.0,748,522,62,64,208.21538837731592,179.69296603025668,-34.932195646158625,0.999990582
0,7,2,1354.3917236328125,897.1443481445312,1332,888,1354.3917525773195,897.1443298969073,46,22,61.11457895043473,1348.0,876.0,1364.0,914.0,1318,850,64,64,55.804283959190165,113.06714384915296,45.414668019870795,0.999522805
0,7,2,915.2830200195312,466.2326965332031,886,444,915.2830188679245,466.2327044025157,50,40,-47.882791685433666,910.0,448.0,905.0,492.0,900,432,62,60,117.33920599964256,123.6680753129775,-31.34051544550919,0.999049485
0,7,2,813.9722900390625,505.03692626953125,784,478,813.9723076923077,505.0369230769231,68,64,41.16065660479499,784.0,527.0,846.0,521.0,784,464,62,64,229.46610406542612,224.0386962190351,20.12737228872823,0.997335255
0,8,2,791.8231811523438,549.2154541015625,760,526,791.8232044198895,549.2154696132596,64,54,-30.445181683412983,760.0,556.0,814.0,548.0,752,524,62,62,207.51112107806154,170.29850563698986,-33.41571017920129,0.9999628070000001
0,8,2,1352.9674072265625,893.5108642578125,1332,884,1352.9673913043478,893.5108695652174,44,20,60.087687490013764,1347.0,874.0,1363.0,910.0,1318,848,62,62,54.11914944167242,105.66108339273009,44.322760750772176,0.999126017
0,8,2,915.617919921875,466.8597106933594,884,444,915.6179104477612,466.85970149253734,54,40,-50.207201647197884,912.0,448.0,907.0,494.0,900,432,62,62,126.17692376441158,141.5341496112254,-41.77831799088391,0.998297632
0,8,2,815.7694702148438,505.38006591796875,786,478,815.7694704049844,505.38006230529595,68,64,39.549477440973924,786.0,527.0,848.0,521.0,786,466,62,62,229.43819285481717,219.66499968409948,25.37324371479528,0.977999985
0,9,2,818.2049560546875,505.9037170410156,786,478,818.2049689440994,505.90372670807454,72,62,32.80338084017368,790.0,512.8,852.0,520.0,790,466,62,62,246.00457869265736,211.23177458149382,38.34013697439218,0.9812646509999999
0,9,2,917.1937255859375,464.98748779296875,888,444,917.19375,464.9875,54,40,-31.59561955843172,913.0,448.0,903.0,494.0,900,432,64,62,143.93726489028208,108.614263322884,-34.95054858934169,0.99874109
0,9,2,1352.818603515625,891.8238525390625,1330,882,1352.8186528497408,891.8238341968912,48,20,61.16108403764082,1345.0,870.0,1363.0,910.0,1318,846,62,64,56.22215025906753,123.94797063903275,53.51996977547503,0.99956888
0,9,2,803.4883422851562,550.6170654296875,762,522,803.4883720930233,550.6170542635659,76,56,-25.783419268105533,766.0,568.0,830.0,547.0,766,526,64,62,258.9738552650584,186.9043670855605,-45.410515672396365,0.9999176259999999
0,10,2,821.732177734375,552.69580078125,790,528,821.7321688500728,552.6957787481805,60,50,-2.4032692367827404,790.0,565.0,850.0,550.0,786,530,64,62,271.82320563908644,189.30527370024808,-3.4693538051527852,0.9998897309999999
0,10,2,960.1961059570312,553.603515625,932,530,960.1960784313726,553.60348583878,50,46,-74.5866137487544,954.0,528.0,953.0,578.0,942,516,64,62,133.5422553300798,173.52802275689524,-11.930815994520074,0.9998407359999999
0,10,2,919.1860961914062,464.0063171386719,892,446,919.186119873817,464.00630914826496,52,42,-16.034365505277623,916.0,448.0,900.0,494.0,900,432,62,62,146.2848700235599,80.51894741045402,-20.602443796669732,0.999699593
0,10,2,1351.32275390625,888.9100341796875,1330,880,1351.3227513227514,888.9100529100529,44,20,61.47501229970625,1345.0,868.0,1361.0,906.0,1316,844,62,62,53.58144770910732,112.44399414612136,45.406844534504174,0.999433696
0,10,2,818.4368896484375,505.4757385253906,788,478,818.4368932038835,505.4757281553398,68,62,41.86407184233158,792.0,509.0,848.0,520.0,786,466,62,62,213.94819908420016,208.2433321269532,25.953895296690863,0.97844851
0,11,2,1350.6741943359375,886.8876342773438,1330,878,1350.6741573033707,886.8876404494382,44,18,61.86948573812256,1345.0,866.0,1360.0,904.0,1316,842,64,62,50.02881990731939,111.23024185869329,45.81628896083276,0.9815488459999999
0,11,2,920.9773559570312,463.8187561035156,898,446,920.9773462783171,463.8187702265372,48,34,-16.788910377015373,902.0,469.0,946.0,461.0,902,432,62,62,141.0027318959356,77.29172445677312,-21.146976001344935,0.9996342659999999
0,11,2,962.9718017578125,553.3568115234375,934,528,962.9718309859155,553.3568075117371,54,46,-49.71862994816847,967.0,532.0,953.0,576.0,944,514,62,62,137.18979287489654,145.13827119580236,-23.909925434962716,0.999930263
0,11,2,843.783203125,557.0245361328125,806,528,843.7832258064516,557.0245161290322,72,56,11.366268181934073,810.0,550.8333333333334,874.0,557.0,810,534,64,62,334.7849895807287,199.7190364257729,28.294727015087176,0.9999228720000001
0,12,2,964.7420654296875,552.5882568359375,936,530,964.7420814479638,552.5882352941177,54,44,-42.068963576486745,970.0,530.0,957.0,574.0,944,512,62,62,148.21904146273906,142.38335334133674,-28.419367747098818,0.999884367
0,12,2,872.4896240234375,564.9317626953125,838,534,872.4896142433234,564.9317507418398,68,56,16.21999534918449,844.0,562.0,906.0,545.0,844,542,62,62,271.52812377370486,199.9150973761137,22.758576902218255,0.999715865
0,12,2,922.899658203125,463.7216796875,900,446,922.8996763754045,463.72168284789643,48,32,-16.760621348855544,904.0,469.0,948.0,461.0,904,432,62,62,141.6165258689531,77.44176858739975,-21.25528516790652,0.999407053
0,12,2,1349.6424560546875,884.9161987304688,1328,876,1349.6424581005588,884.9162011173185,44,20,63.03511198484627,1343.0,864.0,1359.0,902.0,1314,842,64,60,48.81526583390888,112.77383717280804,43.90245433431682,0.995325208
0,13,2,820.952392578125,509.0635070800781,790,480,820.952380952381,509.06349206349205,68,60,21.43781887808544,790.0,517.0,852.0,516.0,790,468,62,64,263.7528957528959,202.65097029802934,28.36550836550835,0.297326535
0,13,2,851.6939086914062,523.4158935546875,808,484,851.6939252336449,523.4158878504672,84,74,35.231900967524055,818.0,511.0,880.0,524.0,818,494,62,60,323.7190741651637,291.84087008799247,44.9204241132426,0.25439766
0,13,2,1349.0,883.8640747070312,1326,874,1349.0,883.8640776699029,48,22,62.793712249137805,1342.0,862.0,1359.0,902.0,1314,840,62,62,56.88780487804878,128.0985081695478,49.756097560975626,0.99459213
0,13,2,896.814697265625,573.8029174804688,864,550,896.814705882353,573.8029411764705,64,48,3.071217043010316,866.0,570.0,928.0,567.0,866,552,62,62,321.75648444944983,164.62090444425183,8.455332235987177,0.999834538
0,13,2,966.9910278320312,552.2152709960938,936,532,966.9910313901345,552.2152466367713,58,42,-46.14590584578341,971.0,530.0,960.0,574.0,946,512,62,62,146.2426160124956,148.98727263566303,-34.29020003023131,0.9999041559999999
0,13,2,924.7119750976562,463.83172607421875,902,446,924.7119741100323,463.831715210356,48,34,-17.462733072121214,906.0,469.0,950.0,460.0,906,432,62,62,136.55638212919774,79.24431555499527,-20.009666708695836,0.9992837309999999
0,14,2,904.459716796875,576.9522094726562,872,554,904.4597014925373,576.9522388059702,64,48,4.921364553791401,874.0,573.0,936.0,570.0,874,556,62,64,295.31003279566323,164.51490529415716,11.346353434620609,0.9999493359999999
0,14,2,969.31640625,550.6651000976562,940,532,969.3163972286375,550.6651270207852,56,40,-46.42561631093032,973.0,528.0,961.0,572.0,948,510,62,62,142.36493884184372,146.09361902318008,-37.433153707980544,0.999914885
0,14,2,925.2918090820312,463.6000061035156,902,446,925.2918032786886,463.6,48,32,-18.15912250841841,906.0,468.0,950.0,461.0,906,432,62,62,141.31259706643647,75.66842105263159,-24.12631578947366,0.9993686079999999
0,14,2,1348.4000244140625,881.5158081054688,1326,872,1348.4,881.5157894736842,46,20,63.2642111049528,1342.0,860.0,1358.0,900.0,1312,838,64,62,51.267724867724695,125.39392926761376,50.03597883597887,0.980742812
0,15,2,911.8576049804688,581.60302734375,880,560,911.8575757575758,581.6030303030303,64,46,2.5502770787717424,880.0,577.0,944.0,572.0,880,562,64,62,314.77786361337206,153.7905826090954,7.184650756426169,0.9999760390000001
0,15,2,971.4908447265625,549.9449462890625,942,530,971.4908256880734,549.9449541284404,56,40,-51.94208935993781,977.0,526.0,964.0,572.0,950,508,62,64,136.54014552356858,158.39696298639655,-44.21200042180745,0.9998370409999999
0,15,2,927.5015869140625,463.85943603515625,904,446,927.5015974440895,463.8594249201278,48,32,-17.354742233333326,908.0,469.0,952.0,462.0,908,432,64,62,145.31490128614743,77.18530351437722,-23.59592856557713,0.99962306
0,15,2,1347.60205078125,879.623046875,1326,870,1347.6020942408377,879.6230366492147,46,20,62.510309372564876,1341.0,858.0,1358.0,898.0,1312,836,64,62,53.398732433177024,124.8255717828602,50.96500413337006,0.8764809370000001
0,15,2,824.9166870117188,506.4517517089844,794,486,824.9166666666666,506.45175438596493,68,40,51.37996603906639,816.0,478.0,838.0,530.0,792,466,62,64,170.9820512820512,214.39766724503554,95.85750915750917,0.275689483
0,15,2,856.32958984375,525.3380126953125,810,490,856.3296089385475,525.3379888268156,86,68,41.93438920975888,847.0769230769231,492.0,861.0,554.0,824,492,60,62,302.41428292378004,285.7317576278472,77.65067781380634,0.070098609
0,16,2,1347.2279052734375,878.1265869140625,1326,870,1347.2278481012659,878.126582278481,44,16,64.29779084734861,1341.0,858.0,1355.0,896.0,1312,834,62,62,41.82036604047404,115.55075384987529,46.18753527372405,0.953626633
0,16,2,821.922607421875,501.4258117675781,800,484,821.9225806451612,501.4258064516129,46,34,78.17098051419273,819.0,480.0,823.0,526.0,792,466,62,64,71.29495772001252,145.08023802067018,16.162522183944066,0.9960139990000001
0,16,2,917.9566650390625,584.7761840820312,886,562,917.9566787003611,584.7761732851985,64,44,6.899750926963901,888.0,578.0,952.0,572.0,888,566,64,62,296.48998243907516,129.5302811706411,20.503848388507695,0.999980807
0,16,2,972.6907958984375,546.9415283203125,940,530,972.690807799443,546.941504178273,58,36,-43.41723424996349,950.0,564.0,996.0,538.0,950,508,62,62,144.81754096574898,136.90997650207757,-71.49020401176445,0.9998953340000001
0,16,2,928.1140747070312,462.9657897949219,906,446,928.1140684410647,462.9657794676806,46,30,-19.927156486140614,910.0,469.0,952.0,458.0,910,430,62,64,130.93350361361865,66.43775578324089,-26.919745740574108,0.9995188709999999
0,17,2,923.5972900390625,588.2013549804688,892,564,923.5972696245734,588.2013651877133,64,48,8.23582111011859,894.0,582.0,956.0,577.0,894,568,62,62,292.4187275750416,141.60040838948714,22.29661911846212,0.9999861720000001
0,17,2,976.2802124023438,546.8019409179688,946,528,976.2801932367149,546.8019323671498,56,40,-48.56322056818001,981.0,524.0,968.0,568.0,954,506,62,62,136.57989729913103,148.6241124796763,-48.16712870360629,0.999904633
0,17,2,929.4915161132812,463.5254211425781,906,446,929.4915254237288,463.52542372881356,48,32,-19.783338920184608,910.0,469.0,954.0,460.0,910,432,64,62,142.55690072639226,72.61754871440108,-28.89519197509512,0.99873215
0,17,2,823.240966796875,501.3407287597656,798,482,823.2409972299168,501.34072022160666,54,36,79.41052078953976,820.0,478.0,835.0,528.0,792,466,62,62,87.67787011388134,161.197476146507,14.242659279778403,0.998350382
0,17,2,1347.0,877.3956298828125,1324,868,1347.0,877.3956043956044,48,18,62.28302733648414,1340.0,856.0,1356.0,896.0,1310,834,64,62,52.1878453038674,128.75975957743896,55.56906077348066,0.940097868
0,18,2,927.6105346679688,589.7052612304688,896,566,927.6105263157895,589.7052631578947,66,46,7.690183033147408,898.0,584.0,962.0,578.0,898,570,64,62,300.55103135695094,132.2574414947738,23.146868929793733,0.9999873640000001
0,18,2,979.2796020507812,546.0142211914062,950,526,979.2796208530806,546.0142180094787,56,40,-48.24235406262394,987.0,522.0,971.0,568.0,958,506,62,62,138.8812464117257,149.76701827064883,-47.88522024968761,0.999818265
0,18,2,930.5808715820312,463.4785461425781,906,448,930.5808580858086,463.47854785478546,50,30,-17.162716724765573,910.0,468.0,956.0,460.0,910,432,62,62,150.6018840294625,70.09804821541763,-27.48418682927895,0.998314261
0,18,2,824.203369140625,501.638427734375,800,482,824.2033898305085,501.638418079096,52,36,82.55527282701718,820.0,478.0,832.0,528.0,792,466,64,62,82.8593652470354,160.97936972839756,10.385365151005887,0.997939169
0,18,2,1346.1363525390625,875.2954711914062,1324,866,1346.1363636363637,875.2954545454545,46,18,62.722055410012885,1339.0,854.0,1355.0,894.0,1310,832,64,62,49.48987012987021,124.43792207792235,52.645194805194855,0.86115098
0,19,2,1345.9683837890625,874.9263305664062,1324,866,1345.9684210526316,874.9263157894737,46,18,61.95688553531887,1339.0,854.0,1354.0,894.0,1310,832,62,62,55.04661654135334,133.31729323308258,58.20930103035366,0.8596430420000001
0,19,2,931.8343505859375,463.8834228515625,908,446,931.8343558282209,463.8834355828221,50,34,-16.9774728853108,910.0,469.0,958.0,460.0,910,432,64,62,158.31093912222727,75.19867862199138,-27.9824445493157,0.9058201309999999
0,19,2,982.2379760742188,544.7230834960938,952,524,982.2379862700229,544.7231121281465,56,42,-50.80676228694398,986.0,522.0,974.0,568.0,962,504,62,64,139.117544559444,156.8704049713435,-43.19083408561295,0.9998979570000001
0,19,2,927.756103515625,591.5947265625,896,568,927.7560975609756,591.594746716698,64,46,27.84852214535767,902.0,587.0,956.0,602.0,902,570,64,62,221.22611406565215,148.54222799023853,53.26939299468188,0.9999878409999999
0,19,2,824.9095458984375,501.8776550292969,800,482,824.9095744680851,501.8776595744681,54,38,86.82244281831846,823.0,478.0,830.0,530.0,794,466,62,64,86.43446808510653,175.97432624113475,4.98624113475177,0.999131978
0,20,2,930.9944458007812,592.677734375,898,568,930.9944751381215,592.6777163904236,64,50,32.57827114525201,906.0,588.0,960.0,603.0,906,570,62,62,210.8911133310231,161.2815504950628,53.57570691729013,0.9999908209999999
0,20,2,984.4158935546875,543.1868896484375,954,524,984.4158878504672,543.1869158878504,56,40,-48.019235166400115,989.0,520.0,976.0,566.0,964,504,64,62,140.89454792181934,150.45678390859942,-45.197356037558265,0.999930859
0,20,2,825.44921875,501.4224548339844,798,482,825.4491978609626,501.42245989304814,50,40,-80.86543843900584,824.0,478.0,822.0,528.0,796,466,62,62,93.69044171409715,160.13740304798483,-10.967756734670468,0.999670506
0,20,2,933.5869140625,463.6918029785156,910,446,933.5868852459016,463.6918032786885,48,34,-17.276094498705568,914.0,468.0,958.0,460.0,914,432,62,62,141.52614322692003,74.04943917169982,-23.233002588438307,0.96048975
0,20,2,1345.577880859375,874.0904541015625,1322,864,1345.5778894472362,874.0904522613065,48,20,63.29696357431799,1338.0,852.0,1354.0,894.0,1310,830,62,64,54.93203390690842,143.72915080452768,59.79594944419065,0.537500203
0,21,2,1344.697021484375,871.888916015625,1320,862,1344.6969696969697,871.8888888888889,50,20,62.391244833966205,1336.0,850.0,1353.0,892.0,1308,830,64,62,56.01938163359475,140.4342921601802,60.76818950930641,0.183042645
0,21,2,933.76953125,593.966552734375,900,570,933.7695167286246,593.9665427509294,66,46,29.125760728297326,908.0,588.0,964.0,604.0,908,572,62,62,220.3564619634069,151.82755636781516,55.37402476930216,0.9999885559999999
0,21,2,987.5192260742188,541.5528564453125,958,522,987.5192307692307,541.5528846153846,54,40,-50.277292409128485,991.0,520.0,980.0,564.0,968,502,62,62,132.7032437442076,146.66225671918457,-37.45885078776646,0.9999256129999999
0,21,2,826.2565307617188,501.4764404296875,798,482,826.2565445026178,501.4764397905759,52,40,-72.55961159447685,824.0,478.0,819.0,528.0,798,466,62,62,101.40382844814538,155.2947190501711,-18.783966140358114,0.999863982
0,21,2,936.39453125,463.51019287109375,914,446,936.3945578231293,463.51020408163265,46,32,-18.079051251466247,918.0,468.0,960.0,460.0,918,430,62,62,129.72775185159395,75.03573169882283,-19.98356202549279,0.961939275
0,22,2,827.4904174804688,501.6164245605469,798,482,827.4904109589041,501.6164383561644,52,40,-66.09545413527101,827.0,480.0,817.0,528.0,798,466,62,62,103.90444076471462,140.57775101610733,-20.22896281800392,0.999662519
0,22,2,937.3156127929688,463.31561279296875,914,446,937.3156146179402,463.3156146179402,48,34,-17.298656234312134,918.0,468.0,962.0,461.0,918,430,62,62,139.1167220376522,74.2367220376522,-22.37661129568107,0.992968023
0,22,2,935.8941650390625,595.1417846679688,904,572,935.8941398865785,595.1417769376181,64,44,25.239915962116186,910.0,590.0,966.0,604.0,910,574,64,62,224.85240877584923,142.78478547287597,49.74230967520188,0.999987483
0,22,2,989.4786987304688,540.976318359375,960,520,989.4786729857819,540.9763033175356,54,42,-53.0404703897689,994.0,518.0,982.0,564.0,970,500,62,64,130.8819668809312,154.3509810764261,-40.70596976280803,0.999801099
0,23,2,938.9789428710938,595.8317260742188,908,572,938.9789674952199,595.8317399617591,64,46,29.0041461761243,914.0,591.0,968.0,606.0,914,574,62,62,214.16622345296383,148.86052321194475,52.27231635934739,0.999989033
0,23,2,991.0543823242188,540.08984375,960,522,991.0543735224586,540.0898345153664,58,38,-45.72271515419689,996.0,518.0,983.0,562.0,970,500,62,62,142.59182324403676,144.9113419156777,-45.96224216552948,0.9998290540000001
0,23,2,828.7337036132812,501.2880554199219,802,482,828.7336956521739,501.2880434782609,48,40,-60.825814675902876,829.0,480.0,818.0,524.0,800,466,62,62,108.70273071910911,132.29827627058407,-19.138342613434435,0.999378085
0,23,2,937.5743408203125,463.0743103027344,914,446,937.5743243243244,463.0743243243243,48,32,-16.13134482069285,918.0,467.0,962.0,460.0,918,430,64,62,141.93344021988105,69.79784699954189,-22.768254695373333,0.997837842
0,24,2,939.4019775390625,463.26910400390625,916,446,939.4019933554817,463.2691029900332,48,34,-16.271881901878743,920.0,467.0,964.0,460.0,920,430,62,62,141.1345293466223,72.69067552602431,-21.838538205980065,0.994183123
0,24,2,829.4381713867188,502.2061767578125,800,484,829.4381443298969,502.2061855670103,54,38,-59.05160949787967,831.0,480.0,815.0,528.0,800,466,64,64,114.50520791709936,145.61112443059233,-29.124164202562685,0.999747336
0,24,2,941.344482421875,597.1173095703125,910,568,941.3445065176909,597.1173184357542,62,52,26.707400685354862,916.0,593.0,968.0,608.0,916,576,62,62,210.19639233997617,157.86867339281272,35.24868673392809,0.9999840259999999
0,24,2,993.0579833984375,538.6715087890625,964,520,993.0579710144928,538.671497584541,54,38,-45.527534506744864,1000.0,516.0,985.0,560.0,972,498,62,62,139.1879145173176,140.78770864769382,-43.43369477488859,0.999857068
0,25,2,934.8199462890625,595.0317993164062,904,572,934.8199697428139,595.0317700453858,66,48,-3.5040638305970497,906.0,595.0,968.0,577.0,906,574,62,62,287.9508733324164,172.40656489249534,-7.101847522119825,0.999972582
0,25,2,830.7880249023438,502.33416748046875,804,482,830.7880299251871,502.33416458852867,50,40,-57.03536461295917,832.0,480.0,818.0,526.0,804,466,62,64,119.87745635910242,146.47805486284267,-29.77399002493768,0.999744952
0,25,2,994.6651000976562,538.6605224609375,964,520,994.6651270207852,538.6605080831408,58,38,-44.98857262716193,972.0,551.0,1018.0,531.0,972,498,62,62,148.2047301342912,148.16457103755013,-50.33848687024204,0.9994657640000001
0,25,2,940.240234375,463.1753234863281,916,446,940.2402597402597,463.1753246753247,48,32,-16.503025539538324,920.0,467.0,964.0,460.0,920,430,64,62,147.96814586065423,72.47730445450316,-24.517830703498444,0.983678222
0,25,2,1328.6513671875,849.412841796875,1304,838,1328.651376146789,849.4128440366973,48,24,42.800977941160866,1308.0,836.0,1346.0,858.0,1284,804,62,62,101.23274003297689,91.45089417832853,63.591595146492956,0.8873991370000001
0,26,2,940.4650268554688,580.2897338867188,898,544,940.4650571791614,580.289707750953,84,66,-44.79611551520991,942.2857142857143,554.0,914.0,614.0,914,554,58,64,268.5417163771335,267.875250168935,-46.821924983268175,0.804696202
0,26,2,926.7008666992188,588.7036743164062,894,568,926.7008547008547,588.7037037037037,64,46,0.8371940906030393,894.0,584.5454545454545,958.0,587.0,894,568,64,62,340.8946925637367,160.35430865958688,2.6387700110952745,0.98176676
0,26,2,1325.512939453125,844.1036376953125,1302,834,1325.5129533678758,844.1036269430052,46,20,44.01099121012049,1306.0,832.0,1342.0,853.0,1280,798,62,62,91.11571675302261,86.86420552677004,61.550734024179555,0.994912624
0,26,2,996.4117431640625,537.3431396484375,966,518,996.4117647058823,537.343137254902,56,38,-42.69307441921128,974.0,550.0,1020.0,528.0,974,496,62,62,144.47868189044655,136.68786433492335,-48.26940309293253,0.999714792
0,26,2,832.3076782226562,503.6394348144531,804,484,832.3076923076923,503.6394230769231,52,42,-63.72269791020303,834.0,480.0,818.0,528.0,806,466,62,62,121.48582020389256,155.38774328081578,-22.134569045412405,0.9997558000000001
0,26,2,942.4210815429688,463.0035095214844,920,446,942.421052631579,463.00350877192983,46,32,-19.125651884471726,924.0,468.0,966.0,459.0,924,430,62,62,127.73758339510759,72.63731158883111,-21.71979243884359,0.9987473490000001
0,27,2,903.386962890625,580.5857543945312,866,554,903.3869499241275,580.5857359635812,68,50,9.529283190985002,868.0,586.0,930.0,583.0,868,558,62,64,290.067367430619,178.32508498185018,19.301880439645604,0.999890208
0,27,2,832.4354248046875,503.3588562011719,804,484,832.4354066985646,503.35885167464113,54,38,-52.63795583534432,835.0,480.0,820.0,528.0,808,466,62,64,130.17927093731703,151.81815887003313,-39.61465468773306,0.999821484
0,27,2,998.0093383789062,537.168212890625,966,518,998.0093457943925,537.1682242990654,58,40,-44.36421803673177,974.0,551.0,1022.0,528.0,974,496,64,62,150.31372978178553,147.87795749523954,-54.86808641029567,0.99979645
0,27,2,1322.6666259765625,840.1278686523438,1296,830,1322.6666666666667,840.1278538812785,52,22,44.85118206640869,1307.0,820.0,1332.0,858.0,1278,794,62,64,103.42507645259955,102.66247748313904,73.40061162079508,0.996955633
0,27,2,944.226806640625,463.0652770996094,922,446,944.2268041237113,463.06529209621993,46,32,-16.190348729094,926.0,467.0,968.0,460.0,926,432,62,62,126.77596871667272,74.15779120748908,-16.683825097760412,0.9969039559999999
0,28,2,894.8721313476562,581.2998046875,862,562,894.8721174004193,581.2997903563942,62,48,-19.958871374848883,862.0,587.0,916.0,579.0,854,554,62,62,219.84285538114642,141.31539911562092,-32.85023695012588,0.9999479059999999
0,28,2,833.7059936523438,503.66748046875,806,484,833.7060240963856,503.6674698795181,54,38,-51.289632179009686,837.0,480.0,822.0,528.0,810,466,60,64,131.9616785984522,152.9229730516268,-46.9675571852628,0.999451697
0,28,2,999.8916015625,536.5516967773438,970,518,999.8916256157636,536.551724137931,56,38,-48.88245328242446,1005.0,514.0,992.0,558.0,978,496,62,62,134.36847290640432,148.75163899531717,-52.740059599829735,0.999438345
