frame,id,err,3d_x,3d_y,3d_z,cam1_x,cam1_y,cam2_x,cam2_y,cam1_proj_x,cam1_proj_y,cam2_proj_x,cam2_proj_y,cam1_tl_x,cam1_tl_y,cam1_c_x,cam1_c_y,cam1_w,cam1_h,cam1_theta,cam1_aa_tl_x,cam1_aa_tl_y,cam1_aa_w,cam1_aa_h,cam1_frame,cam2_tl_x,cam2_tl_y,cam2_c_x,cam2_c_y,cam2_w,cam2_h,cam2_theta,cam2_aa_tl_x,cam2_aa_tl_y,cam2_aa_w,cam2_aa_h,cam2_frame
935,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1978.105712890625,819.4541015625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1918.0,778.0,1978.1057542768274,819.4541213063764,114.0,78.0,-80.88006180521622,1930.0,766.0,78.0,122.0,931
936,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1979.948486328125,814.7075805664062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1928.0,784.0,1979.9484848484851,814.7075757575757,114.0,72.0,88.67047193529133,1932.0,760.0,78.0,126.0,932
937,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1982.61083984375,811.583740234375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1928.0,782.0,1982.6108597285067,811.5837104072397,112.0,70.0,80.37732555710463,1936.0,754.0,78.0,124.0,933
939,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1980.7735595703125,805.7568359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1916.0,770.0,1980.7735470941889,805.7568470273883,138.0,74.0,66.89099944905597,1936.0,744.0,82.0,126.0,935
940,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1972.6121826171875,799.6088256835938,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1910.0,764.0,1972.612190221032,799.6088412592096,134.0,78.0,71.0841867459692,1926.0,740.0,82.0,124.0,936
941,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1969.9296875,795.3563842773438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1904.0,758.0,1969.929696969697,795.3563636363637,134.0,88.0,63.319301087638244,1914.0,738.0,96.0,114.0,937
942,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1971.7020263671875,795.0186157226562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1896.0,752.0,1971.7020634121786,795.0186210367388,156.0,90.0,53.8572579268344,1904.0,738.0,114.0,124.0,938
943,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1971.833984375,794.1270141601562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1890.0,748.0,1971.833938294011,794.1270417422867,168.0,88.0,46.7729838225097,1898.0,736.0,128.0,126.0,939
945,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1979.04833984375,796.128662109375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1876.0,742.0,1979.0483199999999,796.12864,196.0,100.0,34.205482394327305,1888.0,738.0,180.0,144.0,941
946,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1972.380859375,789.2859497070312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1874.0,738.0,1972.380822849371,789.2859571574295,196.0,96.0,27.87389864829717,1884.0,738.0,184.0,128.0,942
947,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1966.6295166015625,785.3934936523438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1870.0,732.0,1966.629568653276,785.3934804082977,204.0,98.0,23.79386465676145,1878.0,734.0,194.0,122.0,943
948,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1965.1634521484373,785.6573486328125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1866.0,734.0,1965.1634877384201,785.6573569482289,208.0,94.0,16.670177667243212,1870.0,742.0,204.0,108.0,944
949,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1954.5845947265625,779.4467163085938,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1862.0,728.0,1954.584553928096,779.4467376830893,200.0,96.0,13.756380701244789,1862.0,736.0,204.0,106.0,945
950,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1948.9573974609373,777.7882080078125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1860.0,728.0,1948.957439788849,777.7881887165953,190.0,96.0,10.063415962461963,1856.0,736.0,196.0,98.0,946
951,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1942.1693115234373,775.0657958984375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1850.0,724.0,1942.1693421466794,775.0657853320743,188.0,98.0,9.140346537435873,1850.0,732.0,192.0,98.0,947
952,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1936.0263671875,771.7500610351562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1848.0,722.0,1936.0263075477606,771.750078296273,182.0,98.0,9.309187681054247,1848.0,722.0,186.0,100.0,948
953,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1929.5804443359373,769.785888671875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1834.0,724.0,1929.580454403984,769.785869903517,192.0,94.0,6.982927338461436,1834.0,724.0,200.0,98.0,949
954,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1924.9149169921875,768.7782592773438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1822.0,724.0,1924.914913083257,768.7782860628239,206.0,92.0,5.81796327169724,1822.0,724.0,210.0,96.0,950
955,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1920.9715576171875,768.3545532226562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1814.0,724.0,1920.9715151515152,768.3545454545455,212.0,90.0,5.0177934350429405,1812.0,726.0,218.0,94.0,951
956,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1916.82177734375,767.739013671875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1806.0,724.0,1916.8218318695106,767.7390213299875,216.0,94.0,4.751524325527285,1800.0,728.0,228.0,100.0,952
957,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1911.0380859375,765.3597412109375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1798.0,716.0,1911.0381179273377,765.3597379392496,224.0,100.0,6.7580801158395705,1790.0,722.0,238.0,108.0,953
958,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1900.1075439453125,761.5347290039062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1792.0,712.0,1900.1075460487225,761.5347593582887,234.0,96.0,4.675145637341166,1782.0,712.0,254.0,116.0,954
959,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1891.059326171875,759.4443359375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1784.0,706.0,1891.0592814371253,759.4443113772455,212.0,100.0,3.1501685279407083,1778.0,698.0,242.0,116.0,955
960,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1886.8262939453125,755.8633422851562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1778.0,702.0,1886.826233527429,755.8633159669015,196.0,104.0,-3.2279140946442806,1772.0,692.0,206.0,116.0,956
961,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1884.5673828125,752.5131225585938,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1770.0,708.0,1884.5673758865246,752.5131051495529,214.0,100.0,-7.7479016674908365,1762.0,690.0,224.0,114.0,957
962,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1874.8865966796875,751.5100708007812,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1754.0,712.0,1874.8866544789762,751.5100548446069,238.0,98.0,-11.75983411583108,1740.0,684.0,258.0,118.0,958
963,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1867.06103515625,750.637939453125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1740.0,714.0,1867.061001517451,750.6379362670713,254.0,94.0,-13.772480120400715,1732.0,674.0,276.0,132.0,959
964,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1849.649658203125,754.5931396484375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1726.0,718.0,1849.6497139224407,754.5931341385888,258.0,94.0,-14.484194060510507,1728.0,674.0,270.0,138.0,960
965,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1836.02099609375,757.3697509765625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1710.0,718.0,1836.020965692503,757.3697585768742,258.0,96.0,-16.82348318475268,1712.0,682.0,268.0,138.0,961
966,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1824.7479248046875,760.6577758789062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1696.0,716.0,1824.7478839177752,760.6577992744861,254.0,100.0,-19.012560777650926,1702.0,682.0,260.0,148.0,962
967,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1811.4814453125,765.24853515625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1684.0,716.0,1811.481458780264,765.248544284401,254.0,102.0,-20.22738150497037,1688.0,684.0,258.0,152.0,963
968,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1800.9993896484375,769.608642578125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1670.0,716.0,1800.9993997599038,769.608643457383,254.0,106.0,-21.60892036980674,1670.0,690.0,262.0,152.0,964
969,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1790.8656005859375,774.1329345703125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1660.0,716.0,1790.8656368405716,774.1329058583502,254.0,110.0,-22.841924663676103,1668.0,698.0,244.0,150.0,965
970,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1779.1444091796875,779.5745849609375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1648.0,718.0,1779.1443786982252,779.5745562130178,248.0,110.0,-24.37956660712317,1656.0,704.0,246.0,148.0,966
971,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1770.6324462890625,782.8558349609375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1638.0,718.0,1770.6323951751867,782.8558299827686,248.0,114.0,-26.863907259660632,1644.0,710.0,248.0,148.0,967
972,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1766.01806640625,784.922607421875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1628.0,718.0,1766.0180475799834,784.9226141646158,254.0,116.0,-28.29224605098229,1638.0,716.0,248.0,148.0,968
973,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1759.600830078125,787.4765014648438,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1622.0,718.0,1759.6008653326126,787.4764737696051,254.0,122.0,-30.171829773486838,1634.0,716.0,246.0,154.0,969
974,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1756.205322265625,788.4122924804688,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1620.0,716.0,1756.2053453294525,788.412278380524,250.0,128.0,-30.878192791245684,1632.0,718.0,244.0,158.0,970
975,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1754.0020751953125,788.7835083007812,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1622.0,714.0,1754.0021147237646,788.7835051546393,242.0,130.0,-30.38116589292008,1634.0,718.0,242.0,156.0,971
976,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1749.6544189453125,790.0108032226562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1616.0,716.0,1749.6544098740037,790.0107996914372,246.0,134.0,-29.87838709761128,1626.0,722.0,242.0,152.0,972
977,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1742.375732421875,791.38671875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1602.0,716.0,1742.3756878439222,791.3866933466734,258.0,142.0,-30.16812053940957,1610.0,724.0,254.0,152.0,973
978,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1734.533447265625,795.1553344726562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1588.0,718.0,1734.5334008097166,795.1553643724696,266.0,144.0,-29.997939811832577,1600.0,730.0,250.0,150.0,974
979,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1725.791259765625,795.6571044921875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1578.0,720.0,1725.7912530185135,795.6570968607457,270.0,144.0,-32.075108433132314,1592.0,728.0,250.0,152.0,975
980,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1718.9271240234375,802.1986083984375,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1570.0,724.0,1718.9271487039566,802.1986357435197,272.0,144.0,-30.57698699078535,1586.0,736.0,244.0,146.0,976
981,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1712.8900146484375,806.9942016601562,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1564.0,728.0,1712.8899917287015,806.9942100909842,274.0,136.0,-29.930041164261986,1582.0,740.0,242.0,144.0,977
982,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1699.22998046875,820.14892578125,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1562.0,760.0,1699.2299245024021,820.1489361702127,274.0,100.0,-27.44037633511982,1568.0,756.0,252.0,134.0,978
983,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1694.233154296875,824.21337890625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1558.0,768.0,1694.233095480802,824.2133876996263,272.0,94.0,-26.79237292556044,1560.0,760.0,254.0,136.0,979
984,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1682.684326171875,829.9645385742188,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1554.0,784.0,1682.6842700867596,829.964541682384,266.0,84.0,-26.80645536966577,1556.0,762.0,246.0,136.0,980
985,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1674.39013671875,833.7234497070312,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1552.0,786.0,1674.3901292596945,833.7234625930278,264.0,86.0,-27.37310072914027,1542.0,762.0,256.0,152.0,981
986,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1657.4638671875,843.051025390625,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1,1550.0,812.0,1657.463817387081,843.0509956289461,226.0,60.0,-24.324215376007075,1544.0,762.0,248.0,150.0,982
